id_advert,modele,size,brand,price,price_decimal,ressell_price,promoted,identic_title_description,short_description,secure_description,has_emoji_description,other_campus_dressing,other_campus_dressing_count,hype_products_dressing,hype_products_dressing_count,other_campus_sell,other_campus_sell_count,hype_products_sell,hype_products_sell_count,description_user,sell_sneaker_account,item_count,total_items_count,given_item_count,taken_item_count,feedback_reputation,followers_count,following_count,gender,photo,is_publish_photos_agreed,expose_location,city,country_title,verification_facebook,verification_google,verification_phone,scam
3974076781,grey,41.0,adidas Originals,99.96,1,263,0,1,1,0,0,0.1666666666666666,1,0.3333333333333333,2,0.0,0,0.0,0,1,0,7,13,6,0,1.0,0,0,not_specified,1,0,0,French_city,France,0,0,1,1
3981016489,black,42.0,adidas Originals,95.0,0,110,0,0,0,0,1,0.0,0,0.0,0,0.3846153846153846,5,0.3076923076923077,4,1,0,1,20,20,0,0.98,0,0,not_specified,1,0,1,Aarsele,Belgique,1,0,1,1
3983264481,black,38.0,adidas Originals,79.0,0,118,0,1,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0,4,5,2,0,0.6,0,0,F,1,0,0,French_city,Frankreich,0,1,1,1
3978047085,green,38.0,adidas Originals,86.3,1,126,0,0,1,0,0,0.0,0,0.0,0,0.3333333333333333,2,0.3333333333333333,2,1,0,2,13,13,0,1.0,0,0,not_specified,1,0,1,Sevran,France,0,0,1,1
3982511900,black,38.5,adidas,102.0,0,185,0,1,1,0,0,0.0,0,0.0,0,0.5,1,0.0,0,1,0,3,7,4,0,1.0,0,1,M,1,0,1,Tournoisis,France,0,0,1,1
3983054955,black,38.0,adidas Originals,87.05,1,118,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0,1,1,0,0,0.0,0,0,not_specified,1,0,0,French_city,France,0,0,1,1
3983379216,black,39.0,adidas Originals,79.0,0,129,0,1,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0,2,5,5,4,1.0,0,0,not_specified,1,0,0,French_city,France,0,0,1,1
3983385784,black,38.0,adidas Originals,79.0,0,118,0,1,1,0,0,0.0,0,0.0,0,0.1428571428571428,2,0.0,0,1,0,16,26,11,19,0.94,0,0,F,1,0,1,Chilhac,France,0,0,1,1
3983084643,black,39.0,adidas Superstar,49.9,0,129,0,0,0,0,1,1.0,12,0.0,0,0.0,0,0.0,0,1,0,13,15,3,0,0.0,0,0,not_specified,0,0,1,Bienville-la-Petite,France,0,0,1,1
3979335482,black,39.0,adidas Superstar,50.0,0,129,0,0,0,0,0,1.0,3,0.0,0,0.0,0,0.0,0,1,0,4,6,3,0,0.0,0,0,not_specified,1,0,1,Angoulême,France,0,0,1,1
3979288957,black,40.0,adidas Originals,89.5,0,128,0,0,0,0,1,0.0,0,0.0,0,0.0,0,0.0,0,1,0,1,5,4,0,0.6,1,0,F,1,0,1,Annecy,Francia,0,0,0,1
3982281419,grey,40.0,adidas Superstar,64.0,0,231,0,1,1,0,0,1.0,4,0.0,0,0.0,0,0.0,0,1,0,5,5,3,0,0.0,0,0,not_specified,1,0,1,Paris,France,0,0,1,1
3972331156,grey,39.0,adidas Superstar,69.9,0,137,0,0,0,0,0,1.0,3,0.0,0,0.0,0,0.0,0,1,0,4,5,1,0,0.0,0,0,not_specified,1,0,1,Angoulême,France,0,0,1,1
3982450896,grey,36.0,adidas,103.0,0,188,0,1,1,0,0,0.0,0,0.0,0,0.0,0,0.125,1,1,0,3,6,5,24,1.0,4,2,not_specified,1,0,1,Corbeil-Essonnes,France,1,0,0,1
3981856719,black,39.0,adidas,80.0,0,129,0,0,0,0,0,0.5,1,0.0,0,0.5,1,0.5,1,1,0,3,14,11,0,1.0,0,0,not_specified,1,0,1,Le Mans,France,0,0,1,1
3967777825,black,35.0,adidas,140.0,0,132,0,0,0,1,0,0.25,1,0.0,0,0.0273972602739726,2,0.1506849315068493,11,0,0,5,62,57,31,0.94,9,12,M,1,0,1,Paris,France,0,1,1,0
